,库名,库名,库名,,,标识,有默认,默认值,,可空,数据类型,,最长,最大字节数,数字精度,小数位,时间精度,,,,,,,,,,,,,,,
,,DealContracts,BrokerageType,,,10,1,0,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,DealContracts,Description,,,11,0,,10,NO,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,DealContracts,PKHouseOrigin,,,12,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealContracts,PKCompanyDemandOrigin,,,13,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealContracts,HouseNumber,,,14,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DealContracts,CertificateNumber,,,15,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DealContracts,BuiltYear,,,16,0,,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,DealContracts,HousePattern,,,17,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DealContracts,HouseArea,,,18,1,0,26,NO,numeric,,,,10,2,,,,,,,,,,,,,,,,
,,DealContracts,HouseFloor,,,19,0,,106,YES,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,DealContracts,CommunityName,,,20,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DealContracts,HouseAddress,,,21,0,,10,NO,nvarchar,,512,1024,,,,,,,,,,,,,,,,,,
,,DealContracts,AmountBrokerageSell,,,22,1,0,26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,DealContracts,AmountBrokerageBuy,,,23,0,,26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,DealContracts,SellerName,,,24,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DealContracts,SellerIDNumber,,,25,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DealContracts,SellerCellphone,,,26,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DealContracts,SellerAddress,,,27,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,DealContracts,BuyerName,,,28,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DealContracts,BuyerIDNumber,,,29,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DealContracts,BuyerCellphone,,,30,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DealContracts,BuyerAddress,,,31,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,DealContracts,PKUserCreator,,,32,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealContracts,CreateTime,,,33,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealContracts,Status,,,34,0,,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,DealContracts,DeleteStatus,,,35,1,0,26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,PKDealQuantitiesReport,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,HouseType,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,Day,,,4,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealQuantitiesReports,PKDepartment,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,PKUser,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,Total,,,7,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,ModifierPublic,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,ModifierPrivate,,,9,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,StateValid,,,10,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,StateInvalid,,,11,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,StateRecommended,,,12,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,StateNormal,,,13,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,StateUrgent,,,14,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,StatePending,,,15,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,SourceImported,,,16,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,SourceExclusive,,,17,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,SourceMandatory,,,18,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,SourceOthers,,,19,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealQuantitiesReports,CreateTime,,,20,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,PKDealsAddedDailyReport,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,HouseType,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,Day,,,4,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,PKDepartment,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,PKUser,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,Total,,,7,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,ModifierPublic,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,ModifierPrivate,,,9,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,StateValid,,,10,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,StateInvalid,,,11,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,StateRecommended,,,12,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,StateNormal,,,13,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,StateUrgent,,,14,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,StatePending,,,15,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,SourceImported,,,16,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,SourceExclusive,,,17,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,SourceMandatory,,,18,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,SourceOthers,,,19,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedDailyReports,CreateTime,,,20,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,PKDealsAddedMonthlyReport,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,HouseType,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,Month,,,4,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,PKDepartment,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,PKUser,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,Total,,,7,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,ModifierPublic,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,ModifierPrivate,,,9,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,StateValid,,,10,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,StateInvalid,,,11,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,StateRecommended,,,12,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,StateNormal,,,13,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,StateUrgent,,,14,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,StatePending,,,15,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,SourceImported,,,16,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,SourceExclusive,,,17,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,SourceMandatory,,,18,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,SourceOthers,,,19,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedMonthlyReports,CreateTime,,,20,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,PKDealsAddedYearlyReport,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,HouseType,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,Year,,,4,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,PKDepartment,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,PKUser,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,Total,,,7,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,ModifierPublic,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,ModifierPrivate,,,9,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,StateValid,,,10,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,StateInvalid,,,11,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,StateRecommended,,,12,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,StateNormal,,,13,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,StateUrgent,,,14,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,StatePending,,,15,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,SourceImported,,,16,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,SourceExclusive,,,17,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,SourceMandatory,,,18,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,SourceOthers,,,19,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealsAddedYearlyReports,CreateTime,,,20,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealTasks,PKDealTask,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTasks,Number,,,2,1,0,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,DealTasks,Name,,,3,0,,10,NO,nvarchar,,10,20,,,,,,,,,,,,,,,,,,
,,DealTasks,PKUserExecutor,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTasks,Content,,,5,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,DealTasks,Status,,,6,1,0,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,DealTasks,BeginTime,,,7,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealTasks,EndTime,,,8,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealTasks,FinishedTime,,,9,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealTasks,PKDealContract,,,10,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTasks,PKUserCreator,,,11,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTasks,CreateTime,,,12,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealTasks,DeleteStatus,,,13,1,0,26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,DealTrackingsDailyReports,PKDealTrackingsDailyReport,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTrackingsDailyReports,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTrackingsDailyReports,HouseType,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsDailyReports,Day,,,4,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealTrackingsDailyReports,PKDepartment,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTrackingsDailyReports,PKUser,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTrackingsDailyReports,Total,,,7,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsDailyReports,Call,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsDailyReports,Visit,,,9,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsDailyReports,TakingKeys,,,10,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsDailyReports,Others,,,11,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsDailyReports,CreateTime,,,12,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealTrackingsMonthlyReports,PKDealTrackingsMonthlyReport,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTrackingsMonthlyReports,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTrackingsMonthlyReports,HouseType,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsMonthlyReports,Month,,,4,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealTrackingsMonthlyReports,PKDepartment,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTrackingsMonthlyReports,PKUser,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTrackingsMonthlyReports,Total,,,7,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsMonthlyReports,Call,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsMonthlyReports,Visit,,,9,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsMonthlyReports,TakingKeys,,,10,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsMonthlyReports,Others,,,11,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsMonthlyReports,CreateTime,,,12,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealTrackingsYearlyReports,PKDealTrackingsYearlyReport,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTrackingsYearlyReports,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTrackingsYearlyReports,HouseType,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsYearlyReports,Year,,,4,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsYearlyReports,PKDepartment,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTrackingsYearlyReports,PKUser,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealTrackingsYearlyReports,Total,,,7,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsYearlyReports,Call,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsYearlyReports,Visit,,,9,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsYearlyReports,TakingKeys,,,10,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsYearlyReports,Others,,,11,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealTrackingsYearlyReports,CreateTime,,,12,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealVisitsSurveysDailyReports,PKDealVisitsSurveysDailyReport,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysDailyReports,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysDailyReports,HouseType,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysDailyReports,Day,,,4,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealVisitsSurveysDailyReports,PKDepartment,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysDailyReports,PKUser,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysDailyReports,TotalDealVisits,,,7,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysDailyReports,TotalHouseVisits,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysDailyReports,TotalDemandVisits,,,9,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysDailyReports,TotalDealSurveys,,,10,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysDailyReports,CreateTime,,,11,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealVisitsSurveysMonthlyReports,PKDealVisitsSurveysMonthlyReport,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysMonthlyReports,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysMonthlyReports,HouseType,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysMonthlyReports,Month,,,4,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealVisitsSurveysMonthlyReports,PKDepartment,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysMonthlyReports,PKUser,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysMonthlyReports,TotalDealVisits,,,7,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysMonthlyReports,TotalHouseVisits,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysMonthlyReports,TotalDemandVisits,,,9,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysMonthlyReports,TotalDealSurveys,,,10,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysMonthlyReports,CreateTime,,,11,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,DealVisitsSurveysYearlyReports,PKDealVisitsSurveysYearlyReport,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysYearlyReports,PKCompany,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysYearlyReports,HouseType,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysYearlyReports,Year,,,4,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysYearlyReports,PKDepartment,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysYearlyReports,PKUser,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysYearlyReports,TotalDealVisits,,,7,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysYearlyReports,TotalHouseVisits,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysYearlyReports,TotalDemandVisits,,,9,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysYearlyReports,TotalDealSurveys,,,10,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DealVisitsSurveysYearlyReports,CreateTime,,,11,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,Decorations,PKDecoration,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Decorations,DecorationID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Decorations,Decoration,,,3,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DemandCustomers,PKDemandCustomer,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,DemandCustomers,DemandCustomerID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DemandCustomers,CustomerType,,,3,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,DemandCustomers,CustomerName,,,4,1,(''),10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,DemandCustomers,Cellphone,,,5,1,(''),10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DemandCustomers,PhotoPath,,,6,1,(''),10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,DemandCustomers,Sex,,,7,1,(''),10,NO,nvarchar,,10,20,,,,,,,,,,,,,,,,,,
,,DemandCustomers,Age,,,8,1,(''),10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DemandCustomers,Domicile,,,9,1,(''),10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,DemandCustomers,Address,,,10,1,(''),10,NO,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,DemandCustomers,FamilyStructure,,,11,1,(''),10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DemandCustomers,IncomeDescription,,,12,1,(''),10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DemandCustomers,IDNumber,,,13,1,(''),10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,DemandCustomers,Description,,,14,1,(''),10,NO,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,DemandCustomers,PKFoowwUser,,,15,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Districts,PKDistrict,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Districts,DistrictID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Districts,PKCity,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Districts,District,,,4,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,Districts,IsChecked,,,5,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,Districts,PKUser,,,6,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,ExcludedReminders,PKExcludedReminder,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,ExcludedReminders,PKFoowwReminder,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,ExcludedReminders,ExcludedDate,,,3,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,ExcludedReminders,PKUser,,,4,1,"('00000000-0000-0000-0000-000000000000')
	",26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,ExcludedReminders,AdvanceTime,,,5,1,"(0)
	",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,ExcludedReminders,Status,,,6,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Facilities,PKFacility,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,Facilities,FacilityID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,Facilities,Facility,,,3,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,FavoriteHouses,PKFavoriteHouse,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FavoriteHouses,PKHouseDeal,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FavoriteHouses,PKUser,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FavoriteHouses,HouseType,,,4,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FavoriteHouses,CreateTime,,,5,1,(GETDATE()),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,FavoriteHouses,DeleteStatus,,,6,1,"(0)
	",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FixedSalaries,PKFixedSalary,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FixedSalaries,PKObject,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FixedSalaries,Name,,,3,0,,10,NO,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,FixedSalaries,Amount,,,4,0,,26,NO,numeric,,,,12,2,,,,,,,,,,,,,,,,
,,FixedSalaries,SortValue,,,5,0,,26,NO,smallint,,,,5,,,,,,,,,,,,,,,,,
,,FixedSalaries,DeleteStatus,,,6,1,0,26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,FoowwPermissions,PKFoowwPermission,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
